"outcome","output","indicators","description","start date","end date","unit","baseline","target 2023","reached 2023","narrative 2023","target 2024","reached 2024","narrative 2024","target 2025","reached 2025","narrative 2025","target 2026","reached 2026","narrative 2026","target 2027","reached 2027","narrative 2027","Means of Verification","sdg","agency abbreviations","agencies"
"Efeito 1: Até 2027, mais pessoas, especialmente as que vivem em situações de mais vulnerabilidade ou marginalização e as que vivem com deficiências, terão acesso equitativo e utilização de serviços sociais essenciais e de proteção de alta qualidade, resilientes, sensíveis ao género e modernos. / Outcome 1: By 2027, more people, especially those living in the most vulnerable and marginalized situations and those living with disabilities, have equitable access to and use of high-quality, resilient, gender-responsive, and modern essential social services and protection.",,"1.1.5 Taxa de conclusão (ensino primário, ensino secundário inferior, ensino secundário superior), por sexo e idade (UNICEF, UNESCO)","LINHA DE BASE: • 14-16 anos com pelo menos o 6º ano concluído: 92,2% (95,5% F; 89,0% M)• 16-18 anos com pelo menos o 8º ano concluído: 79,9% (85,3% F; 74,8% M)• 20-22 anos com pelo menos o 12º ano concluído: 31,4% (37,1% F; 26,0% M) (2020)
META 2027: • 14-16 anos com pelo menos o 6º ano concluído: 98% (99,0% F; 97,0% M)• 16-18 anos com pelo menos o 8º ano concluído: 96,0% (97,0% F; 95% M)• 20-22 anos com pelo menos o 12º ano concluído: 44% (50,6% F; 38,0% M)
AGÊNCIA RESPONSÁVEL: UNICEF: Ana Cristina Pires Ferreira UNESCO: Adele Nibona
FONTE / MEIOS DE VERIFICAÇÃO: INE - IMC - Inquérito anual aos agregados familiares","2023-01-01","2027-12-31","%","79,9%","-","80,4","• 14-16 anos com pelo menos o 6º ano concluído: 88,9% (92,4% F; 85,6% M) • 16-18 anos com pelo menos o 8º ano concluído: 80,4% (85,0% F; 75,4% M) • 20-22 anos com pelo menos o 12º ano concluído: 33,3% (42,8% F; 25,3% M) (Ano 2022)","84","76,3","• 14-16 anos com pelo menos o 6º ano concluído: 92,7% (94,4% F; 91,1% M) • 16-18 anos com pelo menos o 8º ano concluído: 76,3% (85,5% F; 67,3% M) • 20-22 anos com pelo menos o 12º ano concluído:41,2% (50,1% F; 33,7% M) (Ano 2023)","87","76,3","• 14-16 anos com pelo menos o 6º ano concluído: 92,7% (94,4% F; 91,1% M) • 16-18 anos com pelo menos o 8º ano concluído: 76,3% (85,5% F; 67,3% M) • 20-22 anos com pelo menos o 12º ano concluído:41,2% (50,1% F; 33,7% M) (Ano 2023)","92","-","-","96,0","-","-","INE - IMC - Inquérito anual aos agregados familiares","Completion rate (primary education, lower secondary education, upper secondary education)",,
"Efeito 1: Até 2027, mais pessoas, especialmente as que vivem em situações de mais vulnerabilidade ou marginalização e as que vivem com deficiências, terão acesso equitativo e utilização de serviços sociais essenciais e de proteção de alta qualidade, resilientes, sensíveis ao género e modernos. / Outcome 1: By 2027, more people, especially those living in the most vulnerable and marginalized situations and those living with disabilities, have equitable access to and use of high-quality, resilient, gender-responsive, and modern essential social services and protection.","Produto 1.1.3: As políticas e os quadros regulamentares permitem melhor acesso, utilização e modernização de serviços sociais e de protecção inclusivos, digitais, sensíveis ao género e resilientes, incluindo para os assentamentos informais.","Number of laws and regulations, based on international human rights norms and standards, developed with UN's support to: 
a) Eliminate violence against women and girls (EVAWG) including harmful practices (HP)
b) Promote access to sexual and reproductive health (SRH) care, information, and education","REF. # INDICADOR MENU DE PRODUTO: OI 5.1
LINHA DE BASE: a) 3 (três) (Código Penal, Código de Processo Penal, e Plano de Acção Nacional para Combater e Prevenir a Violência contra Crianças)(2022); b) N/A
META: a) 9 (nove) b) N/A(2027)
AGÊNCIA RESPONSÁVEL: UNICEF: Jairson Gomes
FONTE / MEIOS DE VERIFICAÇÃO: UNICEF; UNFPA; PNUD: Leis e decretos publicados no Boletim oficial, relatório anual do ICCA; Quadro regulamentar; relatório anual da UNICEF;","2023-01-01","2027-12-31","Number","3","0",2,"-","2",2,"Aprovação do Novo Estatuto da Criança e do Adolescente;Elaboração do Plano de Acção de Prevenção e Combater ao Trabalho Infantil (2025-2028);","2","-","Aprovação do Novo Estatuto da Criança e do Adolescente;Elaboração do Plano de Acção de Prevenção e Combater ao Trabalho Infantil (2025-2028); ","2","-","-","3","-","-",,,"UNICEF","United Nations Children's Fund"
"Efeito 3.1: Até 2027, mais pessoas, especialmente mulheres, jovens e grupos vulneráveis, exercerão livremente os seus direitos, participarão e beneficiarão de instituições inclusivas, resilientes, transparentes e responsáveis e de um sistema de governação democrática mais modernizado, transformador e eficaz que defenda o Estado de direito, a nível nacional e local. / Outcome 3: By 2027, more people, especially women, youth and those in vulnerable groups, freely exercise their rights, participate in, and benefit from, inclusive, resilient, transparent, and accountable institutions and a more modernized, transformative and effective system of democratic governance that upholds the rule of law, at national and local levels.","Produto 3.1.2: As instituições estatais reforçaram as capacidades para um desenho e implementação de políticas e estratégias mais coerentes, transparentes, responsáveis, baseadas em provas e resultados, participativas e inovadoras a todos os níveis, a fim de abordar barreiras estruturais, aumentar o crescimento económico, reduzir as disparidades territoriais e sociais e fazer avançar a igualdade de género e os direitos humanos.","Extent that measures developed/implemented with UN's support are in place to advance women and girl's leadership and equal participation in decision-making in: 
a) Public institutions; 
b) Elected positions, including parliaments and local governments; 
c) Judiciary; 
d) Private sector; 
e) Mediation, reconciliation and peacebuilding mechanisms; and
f) Natural resource management ","REF. # INDICADOR MENU DE PRODUTO: OI 5.3
LINHA DE BASE: 2 - Trabalho em curso; a) 0; b) 2; c) 0; d) 0; e) 1; f) 0 (2022)
META: 3- Trabalho quase concluído a) 3; b) 3; c) 2; d) 1; e) 2; f) 3 (2027)
AGÊNCIA RESPONSÁVEL: PNUD/UNFPA/UNICEF: Elisabete Mendes; UNESCO: Adele Nibona
FONTE / MEIOS DE VERIFICAÇÃO: PNUD; UNFPA; UNICEF: Levantamentos periódicos sobre o equilíbrio de género na administração pública; Comunicado de imprensaRelatórios anuais do ICIEGUNESCO: Relatórios das sessões de formação; *MOST Schools sensitization, pleas and training session - specifically on pecebuilding- reports. (*Programa de Gestão de Transformações Sociais (MOST) daUNESCO) - alvo: jovens mulheres, jovens líderes activistas e parlamentares)","2023-01-01","2027-12-31","Range",2,2,2,"UNDP, UNFPA, UNICEF: Work in progress: a) Legal Reform is in process: b) the Parity Law is being applied but need some additional reform to comply with the goal set, especially in terms of leadership positions (heads of political lists - ex. Municipalities; c) Additional efforts and capacity builidng will need to be enformed; d) Additional efforts and capacity builidng will need to be enformed: e)&nbsp;work in progress; f)&nbsp;work in progress&nbsp;",2,2,"UNDP, UNFPA, UNICEF: Work in progress: a) Legal Reform is in process: b) the Parity Law is being applied but need some additional reform to comply with the goal set, especially in terms of leadership positions (heads of political lists - ex. Municipalities; c) Additional efforts and capacity builidng will need to be enformed; d) Additional efforts and capacity builidng will need to be enformed: e)&nbsp;work in progress; f)&nbsp;work in progress&nbsp;",2,2,"UNDP, UNFPA, UNICEF: Work in progress: a) Legal Reform is in process: b) the Parity Law is being applied but need some additional reform to comply with the goal set, especially in terms of leadership positions (heads of political lists - ex. Municipalities: c) Additional efforts and capacity building will need to be enforced; d) Additional efforts and capacity building will need to be enforced: e)&nbsp;work in progress; f)&nbsp;work in progress&nbsp;",2,"-","-",3,"-","-",,,"UNDP; UNESCO","United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
"Efeito 3.1: Até 2027, mais pessoas, especialmente mulheres, jovens e grupos vulneráveis, exercerão livremente os seus direitos, participarão e beneficiarão de instituições inclusivas, resilientes, transparentes e responsáveis e de um sistema de governação democrática mais modernizado, transformador e eficaz que defenda o Estado de direito, a nível nacional e local. / Outcome 3: By 2027, more people, especially women, youth and those in vulnerable groups, freely exercise their rights, participate in, and benefit from, inclusive, resilient, transparent, and accountable institutions and a more modernized, transformative and effective system of democratic governance that upholds the rule of law, at national and local levels.","Produto 3.1.2: As instituições estatais reforçaram as capacidades para um desenho e implementação de políticas e estratégias mais coerentes, transparentes, responsáveis, baseadas em provas e resultados, participativas e inovadoras a todos os níveis, a fim de abordar barreiras estruturais, aumentar o crescimento económico, reduzir as disparidades territoriais e sociais e fazer avançar a igualdade de género e os direitos humanos.","Existence of national or subnational mechanism to address discriminatory gender and social norms, stereotypes, practices and power relations at the individual, social and institutional levels related to gender equality and the empowerment of women, with support of the UN","REF. # INDICADOR MENU DE PRODUTO: OI 5.4
LINHA DE BASE: NÃO - dado que o mecanismo, a Comissão Interministerial para a Igualdade de Género, não cumpre/enche todos os critérios (2022)
META: SIM - o mecanismo preenche todos os seguintes critérios:- tem um termo de referência com um enfoque específico nas normas sociais e de género relacionadas com três resultados transformadores- reunir-se regularmente,- tem um plano de acção,- são dotados de recursos- incluem organizações da sociedade civil, incluindo organizações lideradas por mulheres,- Incluir populações marginalizadas e as que são afectadas por factores LNOB - advogar por normas sociais que promovam a igualdade de género (GBV+HP), SRHR, disponibilidade de dados + qualidade,- coordenar intervenções,- providenciar supervisão (em cenários nacionais; não em cenários humanitários)(2027)
AGÊNCIA RESPONSÁVEL: PNUD/UNFPA: Elisabete Mendes; UNESCO: Adele Nibona
FONTE / MEIOS DE VERIFICAÇÃO: UNFPA; PNUD: Comité Interministerial de género - actas das reuniões e relatórios anuais; Relatórios anuais do ICIEG/MFIDS; UNESCO: MOST* Sensibilização das escolas, pedidos e relatórios de sessões de formação - alvo: jovens mulheres, jovens líderes activistas e parlamentares (*MOST: UNESCO's Management of Social Transformations (MOST) Programme: As escolas MOST são actividades de desenvolvimento de capacidades centradas no reforço das competências para a tomada de decisões fundamentadas em provas nos Estados Membros. Ajudam a desenvolver a capacidade dos investigadores e decisores para traduzir o conhecimento em acção)","2023-01-01","2027-12-31","Binary","no","no","no","NO - given that the mechanism, the Interministerial Commission for Gender Equality, does not meet/fulfill all criteria","no","no","NO - given that the mechanism, the Interministerial Commission for Gender Equality, does not meet/fulfill all criteria","no","no","NO - given that the mechanism, the Interministerial Commission for Gender Equality, does not meet/fulfill all criteria","no","-","-","yes","-","-",,,"UNDP; UNESCO","United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
"Efeito 2.1: Até 2027, uma economia mais sustentável, inclusiva, diversificada e integrada gerará empregos decentes, segurança alimentar e nutrição para os mais vulneráveis, especialmente as mulheres, os jovens e os mais pobres. / Outcome 2.1: By 2027, a more sustainable, inclusive, diversified and integrated economy generates decent jobs, food security and nutrition for the most vulnerable, especially women, youth and the extreme poor.","Produto 2.1.1: As estruturas institucionais são reforçadas e mais inclusivas, e os responsáveis ​​têm capacidades fortalecidas para um melhor ambiente de negócios, sistemas nacionais de qualidade, integração regional, uma maior contribuição da diáspora para a economia e a proteção dos direitos dos trabalhadores."," Existência de uma política e quadro institucional para proteger os direitos dos migrantes e refugiados e promover a coerência com o emprego, competências, proteção social e outras políticas relevantes, e que inclui a proibição de custos de recrutamento cobrados dos migrantes, desenvolvido/implementado com o apoio das Nações Unidas","REF. # INDICADOR MENU DE PRODUTO: Indicador do inventário 10.7.1_1
LINHA DE BASE: NÃO (Política (Não); Quadro institucional (Não) (2023)
META: SIM (Política (Sim); Quadro institucional (Sim)(2023)
AGÊNCIA RESPONSÁVEL: IOM
FONTE / MEIOS DE VERIFICAÇÃO: Relatórios anuais do projeto “Programa Global: Melhorar a Readmissão e a Capacidade de Identidade Legal (Relica)”; Comunicação formal escrita de validação do Programa Nacional de Acolhimento e (Re)Integração de Migrantes Retornados;
Relatórios anuais do “Projeto Regional para a África Ocidental e Central_ Abordando as necessidades multissetoriais de proteção das pessoas em movimento na rota do Mediterrâneo central”; Comunicação formal por escrito da validação do plano de ação para abordar as lacunas identificadas e apoiar o recrutamento ético por meio de um processo multistakeholder envolvendo autoridades públicas, setor privado e organizações da sociedade civil","2023-01-01","2023-12-31","Binary","NO","Yes","YES","Realizou-se uma avaliação abrangente, mapeando as políticas, legislações e mecanismos de recrutamento ético do imigrante em Cabo Verde, destacando as lacunas e deficiências, e apresentando soluções e recomendações accionáveis em conformidade. Com base nesta avaliação do país as partes interessadas estabelecerem um plano de ação nacional sobre recrutamento ético e mobilidade laboral. ","-","-","-","-","-","-","-","-","-","-","-","-","Relatórios anuais do projeto “Programa Global: Melhorar a Readmissão e a Capacidade de Identidade Legal (Relica)”; Comunicação formal escrita de validação do Programa Nacional de Acolhimento e (Re)Integração de Migrantes Retornados.  Relatórios anuais do “Projeto Regional para a África Ocidental e Central_ Abordando as necessidades multissetoriais de proteção das pessoas em movimento na rota do Mediterrâneo central”; Comunicação formal por escrito da validação do plano de ação para abordar as lacunas identificadas e apoiar o recrutamento ético por meio de um processo multistakeholder envolvendo autoridades públicas, setor privado e organizações da sociedade civil",,"IOM","International Organization for Migration"
"Efeito 3.1: Até 2027, mais pessoas, especialmente mulheres, jovens e grupos vulneráveis, exercerão livremente os seus direitos, participarão e beneficiarão de instituições inclusivas, resilientes, transparentes e responsáveis e de um sistema de governação democrática mais modernizado, transformador e eficaz que defenda o Estado de direito, a nível nacional e local. / Outcome 3: By 2027, more people, especially women, youth and those in vulnerable groups, freely exercise their rights, participate in, and benefit from, inclusive, resilient, transparent, and accountable institutions and a more modernized, transformative and effective system of democratic governance that upholds the rule of law, at national and local levels.",,"3.1.6 Proporção de vítimas de violência nos 12 meses anteriores que denunciaram a sua vitimização às autoridades competentes ou a outros mecanismos de resolução de conflitos oficialmente reconhecidos, por sexo e urbano/rural (UNODC)","LINHA DE BASE: 52,3% (59.9% F ; 46.9% M; 57.9% Urbano; 34.0% Rural) (2016)
META 2027: 56,75% (50.9% M; 65.9% F; 67.9% Urbano; 40.0% Rural)
AGÊNCIA RESPONSÁVEL: ONUDC: Ana Cristina Andrade
FONTE / MEIOS DE VERIFICAÇÃO: INE - IMC sobre a Paz e a Governação da Segurança","2023-01-01","2027-12-31","-","52,3","-","-","-","-","-","-","-","-","-","-","-","-","56,75","-","-","INE - IMC sobre a Paz e a Governação da Segurança","Proportion of victims of violence in the previous 12 months who reported their victimization to competent authorities or other officially recognized conflict resolution mechanisms",,
"Efeito 2.2: Até 2027, os principais ecossistemas marinhos e terrestres e a biodiversidade estarão melhor protegidos, restaurados e geridos de forma mais sustentável, e a resiliência aos choques e impactos das alterações climáticas será melhorada e mais sensíveis às questões do género. / Outcome 2.2: By 2027, key marine and land ecosystems and biodiversity are better protected, restored, and more sustainably managed and the resilience to shocks and climate change are improved and gender responsive.",,"2.2.6 Área florestal como proporção da área total de terra (FAO)","LINHA DE BASE: Área florestal (ha): 48,676.40Percentagem de superfície florestal: 12% (2020)
META 2027: Área florestal (ha): 48,676.40 Percentagem de superfície florestal: 12%
AGÊNCIA RESPONSÁVEL: FAO: Katya Mascarenhas
FONTE / MEIOS DE VERIFICAÇÃO: Dados administrativos produzidos pela DGASP - MAA","2023-01-01","2027-12-31","%","12","-","-","Em 2023, em parceria com o Ministério da Agricultura e Ambiente e a  Associação de agricultores da Ribeira de Rabil fez-se a fixação de 406 plantas entre tamareiras e coqueiros na Ribeira de Rabil na ilha da Boavista em substituição das acácias.Foram fixadas um total de 406 plantas dos quais 228 coqueiros e 178 Tamareiras.","-","-","-","-","-","-","-","-","-","12","-","-","Dados administrativos produzidos pela DGASP - MAA","Forest area as a proportion of total land area",,
"Efeito 2.1: Até 2027, uma economia mais sustentável, inclusiva, diversificada e integrada gerará empregos decentes, segurança alimentar e nutrição para os mais vulneráveis, especialmente as mulheres, os jovens e os mais pobres. / Outcome 2.1: By 2027, a more sustainable, inclusive, diversified and integrated economy generates decent jobs, food security and nutrition for the most vulnerable, especially women, youth and the extreme poor.",,"2.1.6 Proporção de mulheres em cargos de gestão (UNDP)","LINHA DE BASE: 37.6%(2020)
META 2027: 40%
AGÊNCIA RESPONSÁVEL: UNDP: Frederic Mbassa
FONTE / MEIOS DE VERIFICAÇÃO: INE - IMC - Inquérito às estatísticas do emprego e do mercado de trabalho","2023-01-01","2027-12-31","%","37.6","-","42","-","-","-","-","-","-","Segundo os dados do Observatório do Mercado de Trabalho publicados a Março de 2025, referentes a 2023, para cada 100 pessoas em cargos de Direção, há cerca de 42 mulheres nessa posição. Segundo dados do Recenseamento Empresarial de 2022, apenas 29% das mulheres eram responsáveis máximo de uma empresa.","-","-","-","40","-","-","INE - IMC - Inquérito às estatísticas do emprego e do mercado de trabalho","Proportion of women in managerial positions",,
"Efeito 1: Até 2027, mais pessoas, especialmente as que vivem em situações de mais vulnerabilidade ou marginalização e as que vivem com deficiências, terão acesso equitativo e utilização de serviços sociais essenciais e de proteção de alta qualidade, resilientes, sensíveis ao género e modernos. / Outcome 1: By 2027, more people, especially those living in the most vulnerable and marginalized situations and those living with disabilities, have equitable access to and use of high-quality, resilient, gender-responsive, and modern essential social services and protection.",,"1.1.6 Proporção da população urbana que vive em bairros de lata, assentamentos informais ou habitação inadequada (UN HABITAT, UNDP)","LINHA DE BASE: Qualidade estrutural: 2,1% barraca/casa de lata ou de madeira (2020)
META 2027: Qualidade estrutural: 1,5% barraca/casa de lata ou de madeira
AGÊNCIA RESPONSÁVEL: UN HABITAT: Jeiza Barbosa / UNDP: Frederic Mbassa
FONTE / MEIOS DE VERIFICAÇÃO: INE - Recenseamento Geral da População e Habitação (RGPH-V)","2023-01-01","2027-12-31","%","2.1","-","0.02","Conforme o Censo de 2021 do INE, 2.1% das habitações correspondem à tipologia não clássica (Barraca, casa de bidão, contentores etc). O que corresponde a um total de 3 125 unidades. Sendo que 2 753 são do meio urbano e 372 do meio rural.O MIOTH estabeleceu como meta a irradicação das barracas em algumas ilhas (Sal e Boa Vista) e melhorias habitacionais (Praia), sendo este último com financiamento do Banco Mundial signatário deste UNSDCF, que pretende reabilitar um total de 750 Habitações até 2026. SERIA UMA MÉDIA 187 CASAS/ANO.Em 2023 o MIOTH reportou que na cidade da Praia 48 agregados familiares (cerca de 362 pessoas - mulheres, homens, crianças e jovens) foram beneficiados no âmbito das melhorias habitacionais (Programa de Regeneração Urbana) com fundos das NU.Este resultado corresponde a uma redução de 0.02%.","-","0.9","Conforme o Censo de 2021 do INE, 2.1% das habitações correspondem à tipologia não clássica (Barraca, casa de bidão, contentores etc). O que corresponde a um total de 3 125 unidades. Sendo que 2 753 são do meio urbano e 372 do meio rural.Aguarda-se dados do MIOTH/Direção Geral da Habitação ","-","-","Segundo dados do IMC 2024, Somente 0,9% dos agregados familiares viviam em alojamentos familiares não clássicos, tais como barracas, alojamentos móveis, improvisados em edifícios não destinados à habitação, entre outros locais habitados.","-","-","-","1.5","-","-","INE - Recenseamento Geral da População e Habitação (RGPH-V)","Proportion of urban population living in slums, informal settlements or inadequate housing",,
"Efeito 3.1: Até 2027, mais pessoas, especialmente mulheres, jovens e grupos vulneráveis, exercerão livremente os seus direitos, participarão e beneficiarão de instituições inclusivas, resilientes, transparentes e responsáveis e de um sistema de governação democrática mais modernizado, transformador e eficaz que defenda o Estado de direito, a nível nacional e local. / Outcome 3: By 2027, more people, especially women, youth and those in vulnerable groups, freely exercise their rights, participate in, and benefit from, inclusive, resilient, transparent, and accountable institutions and a more modernized, transformative and effective system of democratic governance that upholds the rule of law, at national and local levels.",,"3.1.7 Detentos não condenados como proporção da população prisional em geral, por sexo (UNODC)","LINHA DE BASE: 13,0% F; 15,3% M (2018)
META 2027: 6% F; 7,5% M
AGÊNCIA RESPONSÁVEL: ONUDC: Ana Cristina Andrade
FONTE / MEIOS DE VERIFICAÇÃO: Recenseamento Prisional/UNODC investigação/WPB-ICPR/Externo","2023-01-01","2027-12-31","Proportion","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Recenseamento Prisional/UNODC investigação/WPB-ICPR/Externo","Unsentenced detainees as a proportion of overall prison population",,
"Efeito 2.1: Até 2027, uma economia mais sustentável, inclusiva, diversificada e integrada gerará empregos decentes, segurança alimentar e nutrição para os mais vulneráveis, especialmente as mulheres, os jovens e os mais pobres. / Outcome 2.1: By 2027, a more sustainable, inclusive, diversified and integrated economy generates decent jobs, food security and nutrition for the most vulnerable, especially women, youth and the extreme poor.",,"2.1.7 Proporção do emprego informal no emprego total, por sexo e urbano/rural (ILO, UNDP)","Proxy: Proporção de emprego informal no sector não-agrícola: 51.6%
LINHA DE BASE: 51.6% (45% F; 58.2% M; 42.8% Urbano; 76.1% Rural)(2020, Proxy)
META 2027: 30% (24% F; 36% M; 22.8% Urban; 56.1% Rural)
AGÊNCIA RESPONSÁVEL: ILO: Tatiana Neves, UNDP: Adelaide Ribeiro
FONTE / MEIOS DE VERIFICAÇÃO: INE, IMC 2024, 2025, 2026, 2027; INE Inquérito ao Sector informal 2023; Relatório ""Form@Empresa""","2023-01-01","2027-12-31","Proportion","51.6","-","-","-","-","-","Segundo os dados do IMC -2024 , A proporção de empregos informais no total de empregos por sexo e urbano/rural&nbsp;&nbsp;:&nbsp;foi de&nbsp;48,7% ( sendo 46,8% Feminino;&nbsp;e 50,2% Masculino); (72,8% Rural; 43,5% Urbano)","-","47.7","-","-","-","-","30","-","-","INE, IMC 2024, 2025, 2026, 2027; INE, Inquérito ao Sector informal 2023; Relatório \""Form@Empresa\","Proportion of informal employment in total employment, by sector and sex",,
"Efeito 1: Até 2027, mais pessoas, especialmente as que vivem em situações de mais vulnerabilidade ou marginalização e as que vivem com deficiências, terão acesso equitativo e utilização de serviços sociais essenciais e de proteção de alta qualidade, resilientes, sensíveis ao género e modernos. / Outcome 1: By 2027, more people, especially those living in the most vulnerable and marginalized situations and those living with disabilities, have equitable access to and use of high-quality, resilient, gender-responsive, and modern essential social services and protection.",,"1.1.7 Proporção de crianças com menos de 5 anos de idade cujos nascimentos foram registados junto de uma autoridade civil, por sexo (UNICEF) ","LINHA DE BASE: Total 0-5 anos: 98% (96% F; 99.9% M) (2021)
META 2027: Total 0-5 Anos = 100% (100% F; 100% M)
AGÊNCIA RESPONSÁVEL: UNICEF: Jairson Gomes
FONTE / MEIOS DE VERIFICAÇÃO: Relatório Anual do Ministério da Justiça (DGRNI).
","2023-01-01","2027-12-31","%","98","98","98","-","98.5","98.5","In the pursuit of reducing social inequalities and ensuring the universalization of birth registration by 2027, the program successfully contributed to registered 98,5% of children aged 0–1 through civil registry authorities, marking a significant step towards providing access to fundamental rights for all and the universalization of the Birth Registration in 2027. &nbsp;","98.5","98.5","In the pursuit of reducing social inequalities and ensuring the universalization of birth registration by 2027, the program successfully contributed to registered 98,5% of children aged 0–1 through civil registry authorities, marking a significant step towards providing access to fundamental rights for all and the universalization of the Birth Registration in 2027.&nbsp;&nbsp;","-","-","-","100","-","-","Relatório Anual do Ministério da Justiça (DGRNI)","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age",,
"Efeito 2.2: Até 2027, os principais ecossistemas marinhos e terrestres e a biodiversidade estarão melhor protegidos, restaurados e geridos de forma mais sustentável, e a resiliência aos choques e impactos das alterações climáticas será melhorada e mais sensíveis às questões do género. / Outcome 2.2: By 2027, key marine and land ecosystems and biodiversity are better protected, restored, and more sustainably managed and the resilience to shocks and climate change are improved and gender responsive.","Produto 2.2.3: Os quadros jurídicos e de planeamento são melhorados e melhor implementados com abordagens participativas na gestão do ambiente e dos recursos naturais, incluindo energia limpa acessível e preparação e resposta a choques.","Capacity (in megawatt) in installed renewable energy per technology, with UN's support: 
a) Solar; b) Wind; c) Biomass; d) Hydro; e) Geothermal; f) Other","REF. # INDICADOR MENU DE PRODUTO: OI 7.2
LINHA DE BASE: a) Solar: 0.312 MWb) Eólica: 0.08 MWc) Biomassa: N/Ad) Hidroeléctrica: N/Ae) Geotérmica: N/Af) Outros: N/A(2022)
META: a) Solar: 2.9 MWb) Eólica: 0.7 MWc) Biomassa: N/Ad) Hidroeléctrica: N/Ae) Geotérmica: N/Af) Outros: N/A (2023)
AGÊNCIA RESPONSÁVEL: UNIDO: Edson Fernandes
FONTE / MEIOS DE VERIFICAÇÃO: Relatórios de auditoria dos projetos de investimento sustentáveis do Nexus Energia-Água implementados ","2023-01-01","2027-12-31","Megawatt (Mw)","0.392","-",0.44,"UNIDO: Four of the projects financed by the GEF 6 project completed implementation during the reporting period. These projects installed a total of 440.8 kWp of solar photovoltaics to power a total water production capacity of 3,887 m3 per day. The water produced by these projects is estimated to benefit over 48,000 people from three different islands. Fonte: UNIDO CP Annual Report 2023UNDP. Within the scope of the small project for the promotion of renewable energy in isolated communities, the community of Decabalaio, S. Domingos, 31 people (13 families) benefited from the home installation of solar energy kits and 10 public lighting stations Installed 13 solar photovoltaic kits in 13 households (23.4 kWp (kilowatt peak);Installed 13 energy storage systems (batteries), (71.5 kWh (kilowatt-hour);","-",1.3,"UNIDO: Under Project GEF6 Water-energy nexus 18 demonstration projects were concluded. These projects installed a total of 1,3 MW renewable energy to power water resources. fonte: https://www.portalenergia.cv/nexoenergiaagua&nbsp;solar: 1.18; wind: 0.12","-","-","-","-","-","-","3.6","-","-",,,"UNIDO","United Nations Industrial Development Organization"
"Efeito 2.2: Até 2027, os principais ecossistemas marinhos e terrestres e a biodiversidade estarão melhor protegidos, restaurados e geridos de forma mais sustentável, e a resiliência aos choques e impactos das alterações climáticas será melhorada e mais sensíveis às questões do género. / Outcome 2.2: By 2027, key marine and land ecosystems and biodiversity are better protected, restored, and more sustainably managed and the resilience to shocks and climate change are improved and gender responsive.","Produto 2.2.1: Mais pessoas e instituições têm conhecimento e consciência da riqueza natural, dos riscos de degradações, e acesso adequado aos serviços e infra-estruturas de gestão dos recursos naturais.","Number of people who, with UN's support: 
a) Gained access to clean, affordable, and sustainable energy; or
b) Benefitted from services from clean, affordable, and sustainable energy","REF. # INDICADOR MENU DE PRODUTO: OI 7.3
LINHA DE BASE: a) zero/N/A (não disponível); b) 33,791 (beneficiou de água doce produzida com energia renovável)(2022)
META: a) zero/N/A; b) 47,901(2023)
AGÊNCIA RESPONSÁVEL: UNIDO: Edson Fernandes
FONTE / MEIOS DE VERIFICAÇÃO: Relatório anual do Projecto Nexus Água-Energia(a linha de base e a meta referem-se a pessoas que se beneficiam da água produzida com tecnologia de energia renovável)","2023-01-01","2027-12-31","People",33791,"-",48031,"UNIDO:Four of the projects financed by the GEF 6 project completed implementation during the reporting period. These projects installed a total of 440.8 kWp of solar photovoltaics to power a total water production capacity of 3,887 m3 per day. The water produced by these projects is estimated to benefit over 48,000 people from three different islands. Fonte: UNIDO CP Annual Report 2023With the support of UNDP, within the scope of the small project for the promotion of renewable energy in isolated communities,  in 2023 the community of Decabalaio, S. Domingos, 31 people (13 families) benefited from the home installation of solar energy kits and 10 public lighting stations &nbsp;",1348,42558,"UNIDO: Under Project GEF6 Energy-Water nexus, 18 demonstration projects were concluded. These projects installed a total of 1,3 MW renewable energy to power water resources, benefiting over 90,500 people (50% women) from all islands. fonte: https://www.portalenergia.cv/nexoenergiaagua&nbsp;",1742,"-","Em 2025 1141 mulheres e 601 homens beneficiaram de projectos de acesso à energia renovável (UNDP/SGP).","-","-","-",47901,"-","-","-",,"UNDP; UNIDO","United Nations Development Programme; United Nations Industrial Development Organization"
